,hist_dw,hist_lg
0,256,256
1,256,256
2,256,256
3,256,256
4,256,256
5,256,256
6,256,256
7,256,256
8,256,256
9,256,256
10,256,256
11,256,256
12,256,256
13,256,256
14,256,256
15,256,256
16,256,256
17,256,256
18,256,256
19,256,256
20,256,256
21,256,256
22,256,256
23,256,256
24,256,256
25,256,256
26,256,256
27,256,256
28,256,256
29,256,256
30,256,256
31,256,256
32,256,256
33,256,256
34,256,256
35,248,256
36,256,256
37,256,256
38,256,226
39,256,256
40,256,256
41,196,212
42,256,256
43,256,196
44,256,238
45,256,235
46,199,249
47,256,244
48,256,256
49,205,255
